date,temperaturemin,temperaturemax,precipitation,snowfall,snowdepth,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,fogheavy,mist,rain,fogground,ice,glaze,drizzle,snow,freezingrain,smokehaze,thunder,highwind,hail,blowingsnow,dust,freezingfog
15-03-2014,46,72,0,0,0,8.5,240,23.04,250,31.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-03-2014,36,55.9,0.29,0,0,8.95,50,18.12,50,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-03-2014,31.1,36,0.46,0,0,10.29,50,19.91,50,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-03-2014,30.2,37,0.09,0,0,8.05,40,14.99,10,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-03-2014,35.1,46.9,0.04,0,0,5.37,230,14.09,230,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-03-2014,39,66,0,0,0,5.37,240,17,280,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-03-2014,32,69.1,0,0,0,5.37,230,17,230,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-03-2014,46,75.9,0,0,0,8.05,220,18.12,230,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-03-2014,36,57,0.14,0,0,4.92,70,19.91,80,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-03-2014,30.2,50,0,0,0,4.7,60,12.08,50,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-03-2014,33.1,45,0.03,0,0,5.82,120,12.97,320,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-03-2014,29.1,46.9,0,0,0,6.93,280,17,290,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-03-2014,24.3,59,0,0,0,6.93,210,17,220,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-03-2014,44.1,69.1,0.31,0,0,6.71,220,21.92,230,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-03-2014,55.9,66,0.49,0,0,5.59,250,25.05,270,36.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-03-2014,42.1,62.1,0.23,0,0,10.51,250,25.05,270,36.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
31-03-2014,36,72,0,0,0,4.03,360,12.97,330,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-04-2014,39,80.1,0,0,0,2.68,230,16.11,230,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-04-2014,52,86,0,0,0,6.26,230,18.12,230,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-04-2014,50,78.1,0,0,0,4.92,210,12.08,210,14.99,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
04-04-2014,57,82,0,0,0,11.63,230,31.99,230,36.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-04-2014,53.1,71.1,0,0,0,6.04,350,14.99,330,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-04-2014,44.1,60.1,0,0,0,9.62,60,18.12,60,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-04-2014,43,64,1.42,0,0,6.93,200,18.12,200,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-04-2014,55,66.9,0.01,0,0,6.71,220,21.92,230,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-04-2014,45,68,0.07,0,0,3.36,340,12.97,330,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-04-2014,39.9,73.9,0,0,0,6.49,230,21.03,210,25.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-04-2014,52,78.1,0,0,0,13.42,230,29.08,220,35.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-04-2014,54,81,0,0,0,7.16,80,16.11,220,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-04-2014,59,81,0,0,0,11.18,230,18.12,230,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-04-2014,63,75.9,0.03,0,0,10.74,200,21.92,200,29.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-04-2014,39,71.1,1.32,0,0,10.51,280,25.05,270,36.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-04-2014,33.1,54,0,0,0,7.61,40,17,40,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-04-2014,31.1,64,0,0,0,7.83,50,18.12,130,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-04-2014,37.9,63,0.18,0,0,6.26,50,14.99,50,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-04-2014,46,53.1,0.56,0,0,8.95,40,16.11,40,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-04-2014,48.9,68,0,0,0,12.3,50,23.94,30,35.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-04-2014,42.1,73.9,0,0,0,3.58,40,12.08,50,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-04-2014,46.9,82.9,0,0,0,5.82,230,17,260,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-04-2014,50,71.1,0,0,0,6.04,280,16.11,320,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-04-2014,39.9,71.1,0,0,0,3.8,120,12.97,110,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-04-2014,48.9,80.1,0.47,0,0,6.71,210,23.94,290,36.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-04-2014,48.9,79,0,0,0,6.71,230,19.91,230,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-04-2014,51.1,84,0,0,0,5.14,130,16.11,130,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-04-2014,54,66.9,0,0,0,6.93,110,14.99,110,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-04-2014,52,64.9,0.05,0,0,6.93,80,12.97,80,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-04-2014,64.9,77,1.12,0,0,10.96,180,23.94,160,38.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-05-2014,62.1,79,0,0,0,13.65,230,27.96,240,36.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-05-2014,51.1,69.1,0,0,0,4.7,230,14.09,240,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-05-2014,53.1,75.9,0,0,0,5.82,240,17,260,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-05-2014,48.9,82.9,0,0,0,5.59,240,19.91,240,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-05-2014,55,73,0,0,0,5.82,50,17,50,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-05-2014,55.9,84,0,0,0,3.8,90,10.07,80,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-05-2014,59,78.1,0,0,0,3.58,110,12.08,120,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-05-2014,55,89.1,0,0,0,6.26,230,21.03,230,25.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-05-2014,63,89.1,0.07,0,0,8.72,230,21.03,230,25.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-05-2014,64,86,0,0,0,8.95,230,23.04,220,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-05-2014,60.1,86,0,0,0,2.24,60,8.95,40,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-05-2014,57.9,90,0,0,0,2.68,250,14.09,250,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-05-2014,66.9,91.9,0,0,0,5.82,190,12.08,210,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-05-2014,68,89.1,0,0,0,8.05,160,14.99,180,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-05-2014,66.9,79,3.38,0,0,8.95,150,14.99,170,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-05-2014,55,73,0.18,0,0,7.16,260,16.11,180,25.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-05-2014,46.9,71.1,0,0,0,5.37,270,16.11,320,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-05-2014,46,68,0,0,0,3.8,50,12.97,40,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-05-2014,45,73,0,0,0,2.01,40,12.08,130,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-05-2014,50,79,0,0,0,8.05,230,21.03,230,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-05-2014,60.1,87.1,0,0,0,7.83,240,16.11,250,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-05-2014,64,88,0,0,0,4.7,260,14.09,270,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-05-2014,63,82,0,0,0,3.58,300,12.97,280,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-05-2014,53.1,79,0,0,0,3.36,30,10.07,40,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-05-2014,54,82,0,0,0,2.46,240,10.07,240,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-05-2014,61,87.1,0.09,0,0,8.72,230,17,230,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-05-2014,66,90,0.22,0,0,5.82,300,25.05,280,40.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-05-2014,64,90,0,0,0,3.8,70,14.99,70,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-05-2014,64.9,75.9,0.08,0,0,5.82,80,12.97,80,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-05-2014,63,73.9,0,0,0,4.7,50,12.97,120,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
31-05-2014,63,82,0,0,0,5.14,50,14.99,40,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-06-2014,53.1,78.1,0,0,0,5.59,120,14.09,90,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-06-2014,52,82.9,0,0,0,2.24,250,10.07,300,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-06-2014,57,89.1,0.05,0,0,4.03,230,14.09,330,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-06-2014,64.9,91.9,0.02,0,0,4.7,20,21.92,20,40.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-06-2014,72,91,0,0,0,7.61,230,18.12,270,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-06-2014,68,82.9,0,0,0,5.82,80,12.08,130,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-06-2014,62.1,84.9,0,0,0,2.91,80,8.95,80,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-06-2014,64.9,87.1,0,0,0,8.5,230,16.11,190,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-06-2014,69.1,90,0.29,0,0,3.8,320,14.09,300,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-06-2014,68,93.9,0,0,0,3.36,230,12.97,240,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-06-2014,68,93.9,0.58,0,0,4.7,200,31.99,190,44.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-06-2014,69.1,84.9,0.08,0,0,3.58,210,12.08,200,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-06-2014,66.9,88,0.42,0,0,4.25,360,18.12,350,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-06-2014,60.1,86,0,0,0,2.91,30,12.97,40,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-06-2014,57.9,87.1,0,0,0,2.91,210,8.95,130,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-06-2014,69.1,95,0.08,0,0,4.25,250,14.99,240,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-06-2014,70,96.1,0,0,0,7.16,220,18.12,210,23.04,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
18-06-2014,70,97,0,0,0,7.38,240,18.12,250,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-06-2014,70,97,0.27,0,0,6.04,280,31.09,280,46.98,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-06-2014,68,91,0.64,0,0,2.68,120,17,300,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-06-2014,68,91,0,0,0,3.58,110,14.99,140,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-06-2014,68,84,0,0,0,5.82,90,14.09,80,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-06-2014,64.9,84.9,0,0,0,5.14,120,10.07,120,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-06-2014,64.9,86,0,0,0,5.82,190,12.97,190,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-06-2014,73,93,0,0,0,6.71,230,14.99,260,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-06-2014,69.1,93,0,0,0,4.03,30,12.08,20,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-06-2014,70,84.9,0.88,0,0,4.92,90,21.03,90,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-06-2014,69.1,84.9,0,0,0,8.5,90,17,90,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-06-2014,60.1,84.9,0,0,0,3.8,40,8.95,110,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-06-2014,66,90,0,0,0,5.82,230,12.08,190,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-07-2014,73.9,93,0,0,0,7.83,170,16.11,190,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-07-2014,75.9,97,0,0,0,9.84,190,17,200,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-07-2014,73.9,90,0,0,0,6.93,180,10.96,200,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-07-2014,71.1,88,0,0,0,6.04,260,12.08,340,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-07-2014,61,82.9,0,0,0,4.92,50,14.99,80,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-07-2014,61,90,0,0,0,5.82,240,14.99,190,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-07-2014,66.9,96.1,0,0,0,10.51,230,19.91,230,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-07-2014,73.9,98.1,0,0,0,11.86,230,23.04,230,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-07-2014,73.9,96.1,0.02,0,0,6.93,240,23.94,220,31.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-07-2014,71.1,88,0.66,0,0,5.14,120,17,110,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-07-2014,69.1,86,0,0,0,2.46,110,8.95,120,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-07-2014,66,90,0,0,0,3.36,160,10.07,200,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-07-2014,71.1,93.9,0,0,0,7.16,180,14.99,190,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-07-2014,75,98.1,0,0,0,9.62,190,14.99,270,21.92,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
15-07-2014,70,93.9,4.21,0,0,7.61,230,17,330,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-07-2014,64,80.1,0,0,0,3.13,30,14.09,30,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-07-2014,60.1,84,0,0,0,2.24,350,8.05,40,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-07-2014,64,86,0,0,0,5.82,100,14.99,140,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-07-2014,66,82,0,0,0,4.25,50,14.09,120,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-07-2014,68,81,0.93,0,0,4.03,100,8.95,130,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-07-2014,73,79,1.16,0,0,2.68,120,12.08,140,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-07-2014,72,84.9,0,0,0,3.8,80,8.95,120,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-07-2014,71.1,91.9,0,0,0,5.59,210,17,220,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-07-2014,68,88,1.45,0,0,5.37,10,21.92,10,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-07-2014,66,82.9,0,0,0,3.36,80,8.95,140,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-07-2014,69.1,90,0,0,0,3.13,220,12.08,240,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-07-2014,72,87.1,0.45,0,0,7.61,230,21.03,230,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-07-2014,70,88,0,0,0,6.49,270,18.12,270,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-07-2014,63,82,0,0,0,2.01,50,10.07,60,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-07-2014,63,81,0,0,0,4.25,80,12.97,130,18.12,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
31-07-2014,66,82,0.08,0,0,2.68,120,8.95,90,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-08-2014,64.9,75.9,0.71,0,0,7.38,80,19.91,90,23.94,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-08-2014,64,70,0.08,0,0,3.36,50,12.08,80,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-08-2014,66.9,80.1,0,0,0,1.34,120,10.07,140,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-08-2014,68,84.9,0,0,0,2.24,40,12.08,30,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-08-2014,68,88,0,0,0,2.46,50,12.08,40,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-08-2014,70,90,0,0,0,3.36,260,14.99,260,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-08-2014,69.1,86,0,0,0,4.47,50,12.08,60,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-08-2014,69.1,81,0,0,0,3.58,120,12.08,120,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-08-2014,64,73.9,1.01,0,0,5.59,90,12.97,130,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-08-2014,66,81,0.56,0,0,6.71,100,14.99,110,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-08-2014,70,84,0.31,0,0,6.71,170,14.99,170,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-08-2014,70,87.1,2.45,0,0,4.92,230,23.04,240,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-08-2014,66.9,82,0,0,0,3.8,290,12.97,280,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-08-2014,57.9,82.9,0,0,0,2.91,240,12.08,240,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-08-2014,61,86,0,0,0,2.68,220,12.08,270,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-08-2014,68,89.1,0,0,0,3.36,220,12.08,210,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-08-2014,70,89.1,0,0,0,2.24,250,8.95,260,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-08-2014,70,88,0.61,0,0,3.36,280,19.91,290,33.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-08-2014,69.1,86,0,0,0,2.46,220,8.05,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-08-2014,70,90,1.06,0,0,2.24,300,31.09,320,57.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-08-2014,71.1,91,0,0,0,2.24,270,8.95,260,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-08-2014,71.1,91.9,0,0,0,2.24,250,14.09,270,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-08-2014,72,84,0.01,0,0,5.59,80,14.09,90,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-08-2014,63,81,0,0,0,8.72,40,16.11,90,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-08-2014,60.1,79,0,0,0,6.49,40,16.11,50,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-08-2014,60.1,82,0,0,0,4.47,50,14.09,50,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-08-2014,57.9,86,0,0,0,3.36,50,12.08,40,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-08-2014,64.9,91.9,0,0,0,1.34,60,8.95,320,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-08-2014,72,82,0.07,0,0,6.26,70,12.08,100,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-08-2014,72,89.1,0,0,0,4.92,190,12.08,190,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
31-08-2014,,91,0,0,0,6.49,230,12.08,220,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-09-2014,,93,0,0,0,4.7,230,12.97,270,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-09-2014,,96.1,0,0,0,7.38,210,23.94,200,33.11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
03-09-2014,,93,0,0,0,4.92,170,17,180,23.94,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
04-09-2014,,90,1.18,0,0,3.8,220,23.94,210,29.97,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
05-09-2014,,91,0,0,0,3.8,240,12.08,180,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-09-2014,,91,0,0,0,5.59,180,12.97,190,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-09-2014,,78.1,0,0,0,7.16,60,16.11,80,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-09-2014,68,73,1.04,0,0,8.28,40,16.11,40,23.94,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-09-2014,66,75.9,0.03,0,0,5.14,30,12.97,40,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-09-2014,68,81,0,0,0,2.01,110,6.04,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-09-2014,66.9,88,0.09,0,0,5.59,230,19.91,230,23.04,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
12-09-2014,70,80.1,0.01,0,0,5.59,80,12.97,90,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-09-2014,69.1,80.1,0.02,0,0,5.37,30,14.09,50,18.12,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-09-2014,62.1,71.1,0.03,0,0,6.26,50,17,40,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-09-2014,63,75,0,0,0,2.68,210,8.05,160,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-09-2014,66.9,82.9,0.01,0,0,3.13,40,10.07,100,23.04,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
17-09-2014,66,79,0,0,0,6.04,90,12.97,110,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-09-2014,59,81,0.01,0,0,3.36,50,10.07,130,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-09-2014,63,80.1,0,0,0,6.93,80,16.11,130,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-09-2014,57.9,81,0,0,0,5.82,40,14.09,40,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-09-2014,63,87.1,0.12,0,0,6.26,230,14.99,220,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-09-2014,61,75.9,0,0,0,2.68,30,12.97,340,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-09-2014,55,64,0.15,0,0,7.83,50,17,40,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-09-2014,55,64,3.18,0,0,9.62,30,17,40,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-09-2014,63,68,0.03,0,0,7.38,30,12.97,30,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-09-2014,59,75.9,0,0,0,5.37,40,14.09,60,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-09-2014,55,75.9,0,0,0,3.8,40,12.97,80,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-09-2014,54,79,0,0,0,1.34,80,8.05,50,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
