date,temperaturemin,temperaturemax,precipitation,snowfall,snowdepth,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,fogheavy,mist,rain,fogground,ice,glaze,drizzle,snow,freezingrain,smokehaze,thunder,highwind,hail,blowingsnow,dust,freezingfog
21-06-2017,66,84.9,0.2,0,0,6.71,230,14.99,190,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-06-2017,71.1,84,0,0,0,8.05,240,16.11,260,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-06-2017,73,91,0.04,0,0,13.65,230,25.05,230,33.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-06-2017,71.1,91,0.46,0,0,7.83,240,25.05,210,33.11,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
25-06-2017,66.9,84,0,0,0,3.58,360,12.08,290,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-06-2017,60.1,84.9,0,0,0,3.36,250,12.08,260,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-06-2017,59,82.9,0,0,0,3.8,50,12.97,40,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-06-2017,57,82.9,0,0,0,4.25,80,12.97,30,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-06-2017,60.1,87.1,0,0,0,,190,14.09,190,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-06-2017,69.1,87.1,0.05,0,0,7.83,170,17,180,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-07-2017,73,90,0,0,0,9.17,220,17,220,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-07-2017,71.1,91.9,0,0,0,4.47,230,10.07,200,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-07-2017,70,93,0.15,0,0,2.91,190,14.99,170,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-07-2017,71.1,91.9,0.84,0,0,3.8,40,16.11,40,19.01,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
05-07-2017,70,89.1,0.47,0,0,2.46,10,12.97,340,19.91,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
06-07-2017,68,93,0,0,0,5.82,250,14.99,230,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-07-2017,73,91,0,0,0,8.95,240,16.11,230,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-07-2017,71.1,95,0.05,0,0,6.49,30,16.11,20,25.05,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
09-07-2017,69.1,88,0,0,0,3.36,50,12.97,40,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-07-2017,70,90,0,0,0,4.47,150,14.99,150,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-07-2017,71.1,95,0,0,0,6.93,180,16.11,210,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-07-2017,75,93.9,0,0,0,8.72,210,16.11,210,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-07-2017,78.1,97,0,0,0,8.5,220,17,280,23.94,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
14-07-2017,77,97,0,0,0,9.4,230,21.03,240,25.95,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
15-07-2017,75,93.9,0,0,0,5.82,230,16.11,230,21.03,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
16-07-2017,73,91,0.05,0,0,5.14,130,14.99,130,19.91,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
17-07-2017,71.1,90,0.02,0,0,4.47,200,12.08,190,16.11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
18-07-2017,71.1,89.1,0,0,0,,10,12.97,360,19.91,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
19-07-2017,66.9,93.9,0,0,0,2.68,70,12.08,30,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-07-2017,71.1,99,0,0,0,3.8,210,10.07,220,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-07-2017,73.9,98.1,0,0,0,5.59,230,16.11,230,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-07-2017,75.9,100.9,0,0,0,10.74,220,19.91,240,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-07-2017,71.1,102,0.56,0,0,8.95,220,25.05,220,31.99,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
24-07-2017,71.1,93,0,0,0,7.16,230,14.09,260,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-07-2017,73.9,91,0,0,0,4.7,110,12.97,120,16.11,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
26-07-2017,72,90,0,0,0,5.82,100,16.11,90,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-07-2017,72,93.9,0.02,0,0,7.61,230,16.11,230,21.92,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
28-07-2017,75,93.9,0.21,0,0,7.61,190,19.91,190,25.95,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
29-07-2017,70,82,0.01,0,0,8.5,30,18.12,30,27.07,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-07-2017,63,84.9,0,0,0,6.26,60,17,50,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
31-07-2017,57.9,87.1,0,0,0,4.47,90,17,130,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-08-2017,60.1,88,0,0,0,2.91,50,12.08,90,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-08-2017,66,91,0,0,0,3.36,50,8.95,220,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-08-2017,68,93.9,0,0,0,3.8,170,14.09,160,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-08-2017,68,91.9,0,0,0,7.16,230,17,220,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-08-2017,68,91.9,0,0,0,6.49,240,14.99,270,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-08-2017,64.9,90,0,0,0,7.61,110,14.99,100,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-08-2017,73.9,91.9,0.04,0,0,,220,25.05,210,34,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
08-08-2017,68,78.1,1.5,0,0,5.82,230,21.03,230,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-08-2017,66.9,84,0,0,0,6.71,80,16.11,100,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-08-2017,63,88,0,0,0,4.03,70,12.08,110,19.01,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-08-2017,73,89.1,1.2,0,0,4.25,260,12.97,290,16.11,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
12-08-2017,73,91.9,0.48,0,0,5.37,300,12.08,280,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-08-2017,73,81,0.73,0,0,6.26,40,14.99,60,19.91,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
14-08-2017,73,88,0.21,0,0,3.8,200,16.11,190,19.91,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
15-08-2017,75.9,91,0.07,0,0,2.91,240,14.99,240,19.01,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
16-08-2017,73.9,91.9,0,0,0,4.03,50,10.07,110,14.09,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-08-2017,75,93.9,0.24,0,0,4.92,220,21.03,220,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-08-2017,75,98.1,0.01,0,0,7.38,220,16.11,210,21.03,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
19-08-2017,73,91.9,0.05,0,0,2.91,20,10.07,30,14.09,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20-08-2017,71.1,95,0,0,0,3.58,70,12.97,100,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-08-2017,71.1,93,0,0,0,3.13,150,12.97,140,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-08-2017,73.9,96.1,0,0,0,7.61,220,16.11,220,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-08-2017,73.9,95,0.21,0,0,5.82,50,16.11,330,21.03,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
24-08-2017,71.1,84,0,0,0,6.04,80,17,110,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-08-2017,68,84.9,0,0,0,5.14,80,10.07,150,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-08-2017,68,82.9,0,0,0,8.05,80,14.99,60,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-08-2017,63,81,0,0,0,9.17,80,17,80,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-08-2017,62.1,78.1,0.03,0,0,11.41,40,21.92,50,29.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-08-2017,64,71.1,0.22,0,0,,30,17,30,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-08-2017,59,84,0,0,0,1.79,170,10.07,220,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
31-08-2017,69.1,87.1,0.01,0,0,7.16,240,16.11,230,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-09-2017,64,78.1,1.06,0,0,7.83,50,21.92,90,27.96,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
02-09-2017,61,82.9,0,0,0,6.26,170,12.97,160,17,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-09-2017,62.1,82.9,0,0,0,4.25,240,12.97,230,17,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-09-2017,59,87.1,0,0,0,3.58,230,12.08,230,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-09-2017,64,90,0.06,0,0,8.05,240,21.92,230,27.96,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
06-09-2017,61,82,0.52,0,0,4.92,310,16.11,310,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-09-2017,53.1,75.9,0,0,0,2.91,260,14.09,310,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-09-2017,51.1,77,0,0,0,2.68,40,12.97,30,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-09-2017,53.1,75.9,0,0,0,7.38,40,16.11,40,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-09-2017,51.1,71.1,0,0,0,8.95,50,21.03,50,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-09-2017,57.9,66.9,0.01,0,0,12.75,60,19.91,50,27.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-09-2017,63,79,0.63,0,0,10.74,80,18.12,80,25.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-09-2017,61,84,0,0,0,6.71,230,14.99,230,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-09-2017,64,82.9,0,0,0,6.04,230,14.99,240,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-09-2017,63,,0,0,0,1.79,40,8.05,20,10.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-09-2017,62.1,,0,0,0,3.8,70,14.09,70,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-09-2017,63,,0,0,0,5.59,60,12.97,80,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-09-2017,64.9,,0,0,0,6.71,40,17,50,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-09-2017,64,,0,0,0,,20,10.07,360,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-09-2017,62.1,91,0,0,0,3.58,280,14.09,280,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-09-2017,64.9,88,0,0,0,1.79,50,23.94,50,35.12,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
22-09-2017,61,89.1,0,0,0,2.24,40,12.97,40,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-09-2017,61,87.1,0,0,0,4.47,80,14.09,50,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-09-2017,63,87.1,0,0,0,5.59,40,16.11,80,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-09-2017,63,82.9,0,0,0,6.71,40,16.11,50,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-09-2017,69.1,84.9,0,0,0,7.61,40,16.11,50,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-09-2017,68,91,0,0,0,5.59,30,17,50,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-09-2017,63,93.9,0,0,0,3.13,50,17,50,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-09-2017,60.1,72,0,0,0,6.04,50,12.97,50,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-09-2017,54,77,0,0,0,7.83,50,17,50,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-10-2017,48,71.1,0,0,0,7.16,60,16.11,60,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-10-2017,46.9,75.9,0,0,0,4.92,100,12.97,110,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-10-2017,50,77,0,0,0,6.26,40,14.09,60,18.12,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
04-10-2017,50,82,0,0,0,2.24,230,8.95,170,16.11,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-10-2017,54,84.9,0,0,0,3.13,170,12.08,170,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-10-2017,55,86,0,0,0,2.91,150,12.08,230,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-10-2017,59,86,0.15,0,0,6.26,150,17,150,23.94,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-10-2017,73.9,84,0.02,0,0,8.28,170,17,140,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-10-2017,73.9,91.9,0.09,0,0,11.86,230,25.95,240,31.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-10-2017,75,90,0,0,0,6.71,250,12.97,240,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-10-2017,73,89.1,1.12,0,0,8.05,100,21.92,90,29.08,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
12-10-2017,64.9,77,0,0,0,8.28,50,17,50,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-10-2017,63,71.1,0,0,0,,40,14.99,40,19.01,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-10-2017,62.1,78.1,0,0,0,3.13,40,8.95,150,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-10-2017,62.1,82.9,0,0,0,9.84,230,19.91,230,25.05,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-10-2017,51.1,69.1,0.25,0,0,5.82,40,12.08,330,19.01,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-10-2017,42.1,64,0,0,0,5.14,40,16.11,30,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-10-2017,37,68,0,0,0,2.68,40,12.08,80,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-10-2017,42.1,75.9,0,0,0,1.12,230,12.08,240,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-10-2017,43,77,0,0,0,2.01,40,12.08,110,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-10-2017,48,79,0,0,0,2.01,160,10.07,110,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-10-2017,51.1,79,0,0,0,3.13,140,10.07,120,19.01,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-10-2017,61,75.9,1.12,0,0,10.74,140,23.94,160,34,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
24-10-2017,52,72,0,0,0,6.49,230,16.11,240,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-10-2017,42.1,66,0,0,0,3.8,240,14.99,240,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-10-2017,39.9,63,0,0,0,3.8,260,12.97,270,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-10-2017,37.9,73,0,0,0,5.82,170,14.09,170,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-10-2017,46.9,73.9,0.76,0,0,4.92,170,14.09,170,19.01,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-10-2017,41,68,0.78,0,0,7.61,290,21.03,290,31.09,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-10-2017,36,59,0,0,0,6.93,280,14.99,270,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
31-10-2017,39,69.1,0,0,0,1.79,30,8.95,40,10.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-11-2017,46,73,0,0,0,,170,12.08,170,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-11-2017,55,78.1,0,0,0,2.01,240,10.07,230,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-11-2017,52,81,0,0,0,2.01,230,12.97,230,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-11-2017,55.9,64,0,0,0,8.28,40,16.11,80,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-11-2017,51.1,70,0,0,0,2.46,40,8.05,170,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-11-2017,53.1,75.9,0,0,0,4.7,240,18.12,240,23.04,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-11-2017,44.1,63,0.1,0,0,6.49,30,16.11,30,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-11-2017,43,45,0.13,0,0,8.28,40,16.11,40,19.01,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-11-2017,45,50,0.27,0,0,4.03,40,12.08,30,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-11-2017,35.1,57.9,0,0,0,6.71,50,21.92,60,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-11-2017,28.2,46,0,0,0,5.14,60,16.11,50,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-11-2017,28.2,48.9,0.03,0,0,1.57,50,12.08,40,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-11-2017,42.1,60.1,0.64,0,0,4.25,360,12.08,340,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-11-2017,43,52,0,0,0,8.72,30,17,50,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-11-2017,33.1,54,0,0,0,3.58,40,12.97,50,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-11-2017,36,66.9,0,0,0,3.13,300,12.97,280,19.01,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-11-2017,34,57,0,0,0,2.91,20,8.05,30,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-11-2017,33.1,66.9,0,0,0,11.41,230,29.08,240,36.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-11-2017,34,64,0.08,0,0,9.17,220,25.95,230,36.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-11-2017,28.2,57,0,0,0,2.01,340,10.07,350,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-11-2017,30.2,64,0,0,0,2.91,140,12.97,170,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-11-2017,42.1,62.1,0.03,0,0,4.7,10,14.09,320,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-11-2017,29.1,50,0,0,0,2.68,70,8.95,110,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-11-2017,26.2,57,0,0,0,1.57,50,8.95,50,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-11-2017,29.1,66.9,0,0,0,4.92,230,14.99,230,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-11-2017,33.1,62.1,0,0,0,2.91,280,12.08,330,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-11-2017,,61,0,0,0,1.34,40,10.07,40,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-11-2017,,64.9,0,0,0,2.24,150,12.08,160,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-11-2017,,70,0,0,0,2.46,290,10.07,280,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-11-2017,,69.1,0,0,0,1.12,240,8.05,160,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-12-2017,41,63,0,0,0,5.14,50,14.99,50,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-12-2017,45,51.1,0,0,0,2.91,100,10.07,100,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-12-2017,42.1,64,0,0,0,2.46,50,8.95,30,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-12-2017,33.1,61,0,0,0,2.46,130,10.07,150,17,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-12-2017,41,69.1,0,0,0,4.7,220,14.09,220,19.91,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-12-2017,41,57,0.24,0,0,4.7,10,12.08,10,21.03,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
07-12-2017,39.9,48.9,0,0,0,2.46,210,8.05,190,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-12-2017,32,43,1.33,0.31,0,5.82,30,12.97,20,18.12,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
09-12-2017,32,34,0.3,0,0,5.82,270,12.08,10,17,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
10-12-2017,27.1,43,0,0,0,5.82,270,14.99,280,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-12-2017,26.2,55,0,0,0,4.92,240,12.08,220,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-12-2017,30.2,53.1,0,0,0,9.62,280,18.12,330,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-12-2017,21.2,43,0,0,0,8.72,230,19.91,220,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-12-2017,30.2,57,0,0,0,7.38,230,16.11,220,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-12-2017,31.1,43,0,0,0,5.14,290,12.08,80,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-12-2017,24.3,50,0,0,0,3.58,230,14.09,250,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-12-2017,27.1,51.1,0,0,0,2.24,240,10.07,200,12.08,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
18-12-2017,35.1,61,0,0,0,2.01,230,12.08,230,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-12-2017,36,70,0,0,0,,230,14.09,240,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-12-2017,48,55.9,0.42,0,0,2.46,190,6.93,40,10.07,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-12-2017,36,53.1,0,0,0,4.47,80,12.97,80,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-12-2017,36,61,0,0,0,3.58,240,12.97,250,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-12-2017,48,71.1,0,0,0,12.08,220,25.95,230,36.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-12-2017,43,61,0,0,0,7.38,90,19.91,90,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-12-2017,30.2,46.9,0,0,0,7.61,300,19.91,290,34,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-12-2017,27.1,43,0,0,0,2.24,10,8.95,60,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-12-2017,27.1,45,0,0,0,4.7,20,12.08,360,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-12-2017,18.1,30.2,0,0,0,7.83,70,16.11,80,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-12-2017,15.3,42.1,0,0,0,2.01,160,8.95,190,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-12-2017,27.1,52,0,0,0,4.92,230,16.11,220,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
31-12-2017,23.2,35.1,0,0,0,10.07,50,18.12,50,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-01-2018,13.1,28.2,0,0,0,6.49,40,14.99,40,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-01-2018,12.2,32,0,0,0,2.91,30,10.07,20,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
